on_disk_filename,url_hash,original_filename,agency,part_number,is_dod,source_url,pdf_size_bytes
137109b6999d4353_CPSC_RFO_Deviation_Part-7.pdf,137109b6999d4353,CPSC_RFO_Deviation_Part-7.pdf,CPSC,7,0,https://www.acquisition.gov/sites/default/files/page_file_uploads/CPSC_RFO_Deviation_Part-7.pdf,226646
04e6db0fbf69c2f8_CPSC_RFO_Deviation_Part-8.pdf,04e6db0fbf69c2f8,CPSC_RFO_Deviation_Part-8.pdf,CPSC,8,0,https://www.acquisition.gov/sites/default/files/page_file_uploads/CPSC_RFO_Deviation_Part-8.pdf,260201
6650b6ca8eb296e4_CPSC_RFO_Deviation_Part-9.pdf,6650b6ca8eb296e4,CPSC_RFO_Deviation_Part-9.pdf,CPSC,9,0,https://www.acquisition.gov/sites/default/files/page_file_uploads/CPSC_RFO_Deviation_Part-9.pdf,205895
8804b54391c5af53_DHS_RFO_Deviation_Part-1.pdf,8804b54391c5af53,DHS_RFO_Deviation_Part-1.pdf,DHS,1,0,https://www.acquisition.gov/sites/default/files/page_file_uploads/DHS_RFO_Deviation_Part-1.pdf,456152
8967703694a99f5e_DHS_RFO_Deviation_Part-10_0.pdf,8967703694a99f5e,DHS_RFO_Deviation_Part-10_0.pdf,DHS,0,0,https://www.acquisition.gov/sites/default/files/page_file_uploads/DHS_RFO_Deviation_Part-10_0.pdf,423116
8967703694a99f5e_DHS_RFO_Deviation_Part-10_0.pdf,8967703694a99f5e,DHS_RFO_Deviation_Part-10_0.pdf,DHS,10,0,https://www.acquisition.gov/sites/default/files/page_file_uploads/DHS_RFO_Deviation_Part-10_0.pdf,423116
fa81f2d787819aea_DHS_RFO_Deviation_Part-11.pdf,fa81f2d787819aea,DHS_RFO_Deviation_Part-11.pdf,DHS,11,0,https://www.acquisition.gov/sites/default/files/page_file_uploads/DHS_RFO_Deviation_Part-11.pdf,435057
5ef6fb48e444d2f2_DHS_RFO_Deviation_Part-12.pdf,5ef6fb48e444d2f2,DHS_RFO_Deviation_Part-12.pdf,DHS,12,0,https://www.acquisition.gov/sites/default/files/page_file_uploads/DHS_RFO_Deviation_Part-12.pdf,421600
0d516c7134a77fa8_DHS_RFO_Deviation_Part-13.pdf,0d516c7134a77fa8,DHS_RFO_Deviation_Part-13.pdf,DHS,13,0,https://www.acquisition.gov/sites/default/files/page_file_uploads/DHS_RFO_Deviation_Part-13.pdf,359584
8e9e76aab6126262_DHS_RFO_Deviation_Part-14.pdf,8e9e76aab6126262,DHS_RFO_Deviation_Part-14.pdf,DHS,14,0,https://www.acquisition.gov/sites/default/files/page_file_uploads/DHS_RFO_Deviation_Part-14.pdf,444271
f15964b790bb9f43_DHS_RFO_Deviation_Part-15.pdf,f15964b790bb9f43,DHS_RFO_Deviation_Part-15.pdf,DHS,15,0,https://www.acquisition.gov/sites/default/files/page_file_uploads/DHS_RFO_Deviation_Part-15.pdf,618027
9ecbf3c756f8c852_DHS_RFO_Deviation_Part-16.pdf,9ecbf3c756f8c852,DHS_RFO_Deviation_Part-16.pdf,DHS,16,0,https://www.acquisition.gov/sites/default/files/page_file_uploads/DHS_RFO_Deviation_Part-16.pdf,400294
0be21b451deffeb9_DHS_RFO_Deviation_Part-17.pdf,0be21b451deffeb9,DHS_RFO_Deviation_Part-17.pdf,DHS,17,0,https://www.acquisition.gov/sites/default/files/page_file_uploads/DHS_RFO_Deviation_Part-17.pdf,379518
a2101bea2c05ac62_DHS_RFO_Deviation_Part-18.pdf,a2101bea2c05ac62,DHS_RFO_Deviation_Part-18.pdf,DHS,18,0,https://www.acquisition.gov/sites/default/files/page_file_uploads/DHS_RFO_Deviation_Part-18.pdf,394238
